names,scores,logfoldchanges,pvals,pvals_adj
PYCARD-AS1,-1.0942515,-4.333343,0.273844677980728,0.700370020411069
CD300C,-1.1040481,-6.1453075,0.2695722576589108,0.6907061557384491
AC016573.1,-1.1040643,-6.240432,0.2695652309751001,0.6907061557384491
C1orf147,-1.114355,-3.3752027,0.2651269094842045,0.6844928816287551
ANKRD22,-1.1238681,-26.839289,0.2610689677324711,0.6763444759908578
PLAU,-1.1276021,-1.7568858,0.2594879940536109,0.6728297166472192
IL15,-1.128728,-1.4200253,0.2590126049924658,0.672178040637887
AC008619.1,-1.1401243,-3.890206,0.25423452975944916,0.6620690879152321
H1-2,-1.1404928,-1.5862324,0.2540810454536344,0.6620690879152321
TMPRSS4,-1.1503218,-5.2825193,0.25001134734500774,0.6533397578702294
AP001610.2,-1.1667278,-5.288125,0.24332031391772813,0.6380777462877485
TNF,-1.1734506,-26.988405,0.24061517151973066,0.6315358832538862
MEP1A,-1.189978,-26.986029,0.23405502572904713,0.6159342782343346
AC008817.1,-1.189978,-26.949081,0.23405502572904713,0.6159342782343346
AP002807.1,-1.2036909,-3.0541213,0.22870908822779357,0.6039852682072013
FAM32BP,-1.2065055,-27.01717,0.22762263713932784,0.6021762887283806
TMEM182,-1.2201414,-1.0181587,0.22241128417662404,0.5894291983479435
C2orf91,-1.2526658,-3.7683399,0.21032735941336478,0.5603683968491014
COL15A1,-1.2527752,-6.2516665,0.210287551203038,0.5603683968491014
AC084064.1,-1.2693391,-6.331212,0.20432016022074384,0.5463105888255183
MPZ,-1.315799,-1.9462057,0.18824150192858524,0.5055725208466927
PHC2-AS1,-1.3169574,-1.683939,0.18785293838834838,0.5049810171729795
HTR7,-1.3186947,-3.878754,0.18727120343557524,0.5043210146379944
FLVCR2,-1.3302084,-1.717473,0.18344960555836687,0.4949180006071049
CCL3,-1.348611,-5.457298,0.17746194790507963,0.4800593721508016
OVCH1-AS1,-1.3619593,-1.9821153,0.17321072156769024,0.46983016700096814
DELEC1,-1.3698525,-0.60500324,0.17073294953081353,0.4635283697669145
IKZF3,-1.3786852,-5.1283484,0.16799182154579384,0.4569133858906451
C17orf64,-1.3818846,-5.625895,0.1670071277973384,0.454647353350286
SLC18A1,-1.3883077,-27.216402,0.16504336661850783,0.4497094458269968
KLF2,-1.3887775,-2.8148806,0.16490042224969015,0.4497094458269968
LINC01619,-1.3976264,-0.98437953,0.16222527708348222,0.4432384619767274
ASCL2,-1.417977,-6.373736,0.15619748865271718,0.42950730151984556
LINC02432,-1.4222455,-3.5258796,0.15495498819622244,0.4272655924528192
GCH1,-1.4272592,-1.9807857,0.1535051830359164,0.4240474669500453
TMEM236,-1.4413527,-4.5626025,0.149485050817358,0.41370401517719
NET1,-1.4544176,-1.827187,0.14583056415319812,0.4039627815878064
MS4A4E,-1.4874725,-27.297934,0.1368900499011782,0.38166370790291315
VENTX,-1.4874725,-27.305334,0.1368900499011782,0.38166370790291315
CITED2,-1.5142219,-1.4394543,0.129969579680067,0.3644006906917766
RNVU1-27,-1.5179558,-4.25524,0.12902553463031297,0.3620922393741243
AC008568.1,-1.5480099,-4.1824684,0.12161993035537763,0.34291333746817
NFKBID,-1.5537971,-1.1819181,0.120232828324798,0.3393212464481599
AC005280.2,-1.5676354,-4.332808,0.11696623577414164,0.3304130954071798
LYZ,-1.5936275,-5.219756,0.11101950602620764,0.3148001116055037
RNVU1-25,-1.5948666,-3.211131,0.11074204958534176,0.3143104529385291
PLEKHA3P1,-1.6031648,-27.41596,0.10889826330795975,0.30966330798471964
TTR,-1.6241066,-1.1941762,0.10435304474696792,0.29804552044641847
ABCC13,-1.6399821,-4.810955,0.10100888564501077,0.2888719322545589
AC087627.1,-1.6464537,-5.879551,0.09967036662468308,0.2853159349943218
CMPK2,-1.6492805,-2.2002926,0.09909016415093828,0.2841974115227675
AL132709.8,-1.6527473,-27.516706,0.09838230980887328,0.2824372530398276
LINC01500,-1.6605675,-1.5455472,0.09680033148991612,0.2786957720439044
AC245884.11,-1.6759489,-5.1765003,0.09374820050146707,0.27016772478808954
AC099499.1,-1.6763823,-5.4741235,0.09366334465202347,0.27016772478808954
AL136441.1,-1.6910104,-2.071412,0.09083482920272688,0.26328936000790404
H2AC8,-1.6991911,-6.9317536,0.08928319273479272,0.25904214526535607
APOD,-1.7190961,-0.9618987,0.08559687451016303,0.2500395555311481
MT-ND2,-1.7425853,-0.31468856,0.08140608288996563,0.2384943834666962
HAVCR1,-1.7462423,-3.4067628,0.0807688567813088,0.23685881754049498
ZDHHC19,-1.7498264,-3.060495,0.08014826887050279,0.23526889100930368
LILRA4,-1.7519121,-27.575413,0.07978892266695405,0.23444345543669162
AC093423.3,-1.7591451,-2.0000572,0.078552857309645,0.23103781561660292
ALDH1A2,-1.7597729,-1.4468042,0.07844632293131831,0.2309509016623699
AADACL2-AS1,-1.7628872,-4.2204146,0.07791951256748411,0.22962528261537557
AL139125.1,-1.7855462,-3.225854,0.07417276767025048,0.2196626880658948
GRIK1,-1.7959138,-0.5600075,0.07250822439807249,0.2149453292432979
ZNF804A,-1.8271747,-1.128897,0.06767351008393178,0.20180967221848445
CNGA1,-1.8334924,-3.7219725,0.06672936945549567,0.19939054618175997
ERP27,-1.8486754,-4.447244,0.06450470144424258,0.19293529843741553
CP,-1.8539807,-1.8589402,0.06374192261504927,0.19084407968577624
GPR85,-1.860347,-2.310689,0.06283643837628188,0.1883209941347109
HSPA6,-1.8645144,-7.023015,0.06224950516852646,0.1867485155055794
H1-3,-1.8676044,-27.687521,0.06181723067502514,0.18582333870248038
AL158832.2,-1.9006593,-27.702534,0.05734664496432997,0.1727308583262951
AC005786.3,-1.9094516,-1.7171621,0.05620385939326836,0.16980017943585607
PPP1R15A,-1.918503,-2.259735,0.055047257470910806,0.16647356089993187
SLC25A24P1,-1.9967666,-7.2514577,0.045850548583370496,0.13978825787612956
TES,-2.0041454,-5.246715,0.045054487886573624,0.13750098032525013
QTRT2,-2.0119293,-0.81515145,0.04422739837463939,0.13525198279706235
AC093821.1,-2.0249698,-4.192793,0.042870468696505695,0.1315045052040052
IL1B,-2.032879,-27.844284,0.042064734882440065,0.1293715788972667
ACTA2,-2.040732,-1.2504249,0.04127749101975601,0.1271380626891869
H2BC11,-2.059762,-6.1727457,0.03942128921439335,0.12167064572343626
AC007881.2,-2.0763302,-6.1859956,0.03786343370127626,0.1171034031998235
SLC12A7,-2.0822995,-0.9839742,0.03731511562615392,0.11564601950254315
AC104365.2,-2.1051285,-1.3191035,0.03528011376549733,0.1094522660770341
AL589645.1,-2.1392972,-1.8459679,0.032411600333962634,0.10076145181542788
AL109755.1,-2.1590645,-6.294945,0.030845152940000904,0.09609081912772867
SOX4,-2.20175,-1.9292282,0.027682962640749938,0.08696218630602073
JUN,-2.2165484,-0.5659272,0.026653972070571318,0.0839054734645477
TESC,-2.2220805,-1.7872027,0.026277870407252085,0.08280841514890362
AC092535.4,-2.2358296,-0.72765565,0.025362928522560804,0.08000923824151673
KIR3DX1,-2.2611616,-7.175513,0.02374925403723143,0.07507667240431432
CPNE4,-2.2678318,-1.28075,0.023339467453326823,0.07385907421938868
SLC26A2,-2.28655,-1.3502362,0.022222094893373352,0.07047175970414382
CRACR2A,-2.2891946,-1.3456256,0.022068043097693613,0.07005727967521781
AC021134.1,-2.2966504,-4.0051727,0.021638716617453986,0.06876710789445123
TEX41,-2.3111448,-2.4569306,0.02082485144666316,0.06632118295115656
AL356805.1,-2.335128,-1.3459058,0.019536725403975802,0.062284990660921795
LINC00968,-2.3439286,-7.6282663,0.01908182770671065,0.060899450127799945
CLEC2B,-2.379956,-28.105585,0.017314702178394047,0.05549584031536554
L3MBTL4-AS1,-2.3879828,-4.438694,0.01694113059148494,0.05435656874273243
ASCL4,-2.3964834,-28.076683,0.01655323691851679,0.05322584218172601
AC023794.3,-2.4199848,-5.7656255,0.015521152898795947,0.050068235157406285
LRRC74A,-2.4802306,-5.1675715,0.01312974514952995,0.042582957241718754
RGS2,-2.490914,-3.4396358,0.01274149235605887,0.041413301265630136
IGF2BP3,-2.4957254,-2.7382262,0.012569989392432366,0.04090018240487755
DOCK8-AS1,-2.5617583,-28.196754,0.01041437769437394,0.03407102844397145
EML4-AS1,-2.6063795,-4.7424817,0.009150498562151272,0.030100324217602867
LINC02542,-2.616974,-3.077328,0.008871308823398044,0.029246073044169374
BRCA2,-2.6301117,-3.3379593,0.008535679742802893,0.028170560207270275
RGS16,-2.675296,-2.4970825,0.007466328553773354,0.024722942231037597
AC010883.2,-2.69105,-7.6045804,0.007122751846376055,0.023611332087434433
AC243772.3,-2.7059212,-4.795084,0.006811523111282837,0.02265473318608482
MAMDC2,-2.719484,-1.4123627,0.006538384665893759,0.021818858729345133
RANBP2,-2.7576094,-0.2911283,0.005822572155527171,0.019495219270738294
PDYN-AS1,-2.810201,-3.0355513,0.004951058577394364,0.016595727075064907
MALT1,-2.8432558,-0.5519006,0.004465520989410006,0.015018568350033653
AC079209.2,-2.8501608,-3.523651,0.0043697125363991165,0.01472936810022174
CLEC1A,-2.8757803,-28.337431,0.0040303019215999865,0.013600568914285668
SLIT2,-2.8932474,-1.4457576,0.003812809759866789,0.012881114053604018
H1-4,-2.9562469,-5.0922923,0.0031140771029101247,0.010544279129492521
M1AP,-2.9854383,-4.091079,0.0028317228714719598,0.009642643149166718
LINC01375,-3.0712426,-7.79535,0.00213169857383337,0.0073422453748566135
H2BC7,-3.1867204,-7.7063923,0.0014389586226354221,0.004967636211629765
MT-RNR2,-3.1960957,0.6298127,0.001393008951224737,0.004825666112787772
EPHA1-AS1,-3.234776,-3.760713,0.0012173823605652991,0.0042388130136621375
H3-3B,-3.264907,-0.4114213,0.001095000780481121,0.0038286740576262976
MAP4K1,-3.2927415,-2.3979974,0.0009921563710639245,0.003485326830435332
AL355838.1,-3.3129706,-4.2188644,0.0009231069034390088,0.0032503764205598904
AC022217.3,-3.3275664,-6.048852,0.0008760814980952497,0.0030884189122041706
GPNMB,-3.3759215,-3.7375348,0.0007356888560966018,0.0025965489038703594
ETS1,-3.4028573,-2.0657475,0.0006668512687335871,0.00235914363938769
MMP2,-3.4454577,-6.282875,0.0005700932917035201,0.0020216074173883694
AL118516.1,-3.5022326,-1.206784,0.0004613766148386235,0.0016458143216597746
PAPOLG,-3.5476477,-1.0083902,0.00038868770447942215,0.0013881703731407932
TEX14,-3.553516,-1.9815556,0.00038011810969525346,0.0013608046886464922
ALPK3,-3.5576224,-1.9145131,0.00037422655095074083,0.0013413138026908272
AC008083.2,-3.5725138,-3.1569223,0.0003535707613807381,0.0012687945982562373
AC108718.1,-3.6664422,-8.16851,0.00024594844865413827,0.0008879005366575388
SLC2A3,-3.6668959,-2.709398,0.0002455127660550287,0.0008873955399579349
SORCS1,-3.6727479,-1.5542815,0.00023995621929080556,0.0008683578502682952
RASGEF1B,-3.6909115,-1.6902338,0.00022345190017345886,0.0008096083339618074
AC024257.1,-3.7558997,-1.968043,0.0001727199607439926,0.0006295988848505199
FCGR2C,-3.7682638,-28.814058,0.00016438694732796215,0.0005999523625108107
LINC01845,-3.7847912,-28.841606,0.00015383765422532678,0.00056282068619022
ROR2,-3.9162133,-2.7373848,8.9950706106259e-05,0.00033070112539065807
AL390957.1,-3.9263136,-2.3843665,8.625769705495248e-05,0.0003175129952943036
AC092053.5,-3.9474132,-8.217036,7.900010707453547e-05,0.0002911551857783863
IQGAP2,-3.9944038,-3.6991515,6.485724098101502e-05,0.00023962034845202593
ABCG2,-3.9944727,-3.7020473,6.483839893687425e-05,0.00023962034845202593
AC011751.1,-4.0269284,-4.47158,5.651027004426709e-05,0.0002095560075807185
TMEM71,-4.0526366,-6.040387,5.0643605596077954e-05,0.00018803318909434884
IL1A,-4.0631986,-8.508727,4.840477616539871e-05,0.00018016666066525573
H2BC8,-4.065758,-28.962873,4.7876538313598145e-05,0.00017842188191403036
CFD,-4.069225,-6.007234,4.7169786197777286e-05,0.0001760066649170794
AC024084.1,-4.1084437,-4.5130334,3.983341209214664e-05,0.00014881723073031122
TMEM52B,-4.117475,-5.967502,3.830461057396373e-05,0.00014346296095117501
HAMP,-4.1903076,-6.8274,2.7857650565180568e-05,0.00010499114534615793
MT-CO1,-4.2220263,-0.30699047,2.421160397040146e-05,9.136454328453382e-05
IER2,-4.22416,-1.2919457,2.398331978669849e-05,9.061707727971722e-05
MIR4435-2HG,-4.251088,-2.3007922,2.1273464163092725e-05,8.05813036480785e-05
LINC01356,-4.276861,-5.487813,1.8954689345674993e-05,7.18888344336599e-05
MAP3K8,-4.299087,-1.1974074,1.715032747638464e-05,6.529312491009381e-05
AC008914.1,-4.2992163,-3.1964529,1.7140303003179708e-05,6.529312491009381e-05
AL157402.2,-4.344202,-8.478819,1.3978268655487023e-05,5.342013498912238e-05
ATP13A3,-4.3490257,-0.41692916,1.3674372700605773e-05,5.2392232569370774e-05
CCR5AS,-4.3746533,-7.413276,1.2162571349290194e-05,4.666207955673236e-05
NCF1,-4.4534836,-6.7602057,8.448814883136847e-06,3.2662944135838324e-05
ABCB4,-4.455638,-7.227528,8.364400601698691e-06,3.237832490980138e-05
LINC02211,-4.457874,-4.762946,8.277665283254392e-06,3.208397396610229e-05
CLECL1,-4.4624176,-29.173683,8.104008545569985e-06,3.145152087543332e-05
MIR3142HG,-4.512952,-5.9974537,6.393156670644213e-06,2.4940793253488475e-05
TWIST2,-4.523538,-7.6083064,6.081436836397949e-06,2.375561264217949e-05
LINC02456,-4.5351005,-6.6169276,5.757607966548494e-06,2.2519979008664253e-05
AC002480.1,-4.5400496,-7.5991974,5.624105892554852e-06,2.2026524383374094e-05
SERPINF1,-4.555961,-3.3399134,5.214654750565544e-06,2.0449626472806055e-05
LINC02611,-4.6748166,-8.57486,2.9421655829511077e-06,1.1629112976091335e-05
AL139351.2,-4.6938024,-29.263115,2.681732862397952e-06,1.0613718452762343e-05
FLT1,-4.6981435,-5.0732946,2.625367056883177e-06,1.0404360859510609e-05
AL353147.1,-4.7095804,-5.877039,2.4822716892470004e-06,9.85028448113889e-06
RNU2-63P,-4.7999125,-6.733162,1.5873489757673872e-06,6.349395903069549e-06
SMAD6,-4.8319225,-1.5630184,1.3522077998277017e-06,5.423293314816986e-06
CERNA2,-4.8401804,-8.791327,1.2972136290389015e-06,5.216676792381641e-06
SIGLEC9,-4.8727736,-8.414801,1.1004230768757742e-06,4.437189826111993e-06
AP001977.1,-4.9011307,-1.7119075,9.52866325309576e-07,3.8473741264182074e-06
LINC02008,-4.9842095,-3.2410963,6.221564092573302e-07,2.5222557132053925e-06
MT-CYB,-5.010574,-0.38996747,5.426790275662888e-07,2.206012307180036e-06
GPR132,-5.0253196,-6.0426655,5.025947854829407e-07,2.0458403751001654e-06
PTPRB,-5.027636,-3.172474,4.965629558677604e-07,2.0240337875044584e-06
MAFB,-5.0493636,-3.6738858,4.432842549791391e-07,1.8117885080891244e-06
CDKN1A,-5.05526,-5.85829,4.298043270517195e-07,1.7590900152184971e-06
CALCR,-5.06694,-5.5285273,4.0426161341495283e-07,1.6590763888438558e-06
AL592429.2,-5.1153965,-2.2774796,3.1308247123746755e-07,1.2866402927567159e-06
FGL1,-5.119499,-0.8764133,3.063482717718747e-07,1.260692476427468e-06
ADGRG6,-5.243295,-6.383529,1.5773391361870212e-07,6.535935647183789e-07
MT-CO2,-5.260762,-0.21900804,1.4345947812170498e-07,5.952675440734647e-07
MCTP2,-5.3586836,-5.235228,8.383046173975443e-08,3.497793952980018e-07
DPYS,-5.36279,-4.310595,8.194613052091679e-08,3.423933030121871e-07
NCOA5,-5.4160943,-0.8352151,6.091490946974777e-08,2.548740981997815e-07
AC087273.2,-5.423988,-3.4071147,5.8283897727673595e-08,2.4420627539528045e-07
U91328.2,-5.4568157,-6.242343,4.8474864194074874e-08,2.0367589997510452e-07
AC016074.2,-5.529503,-4.853447,3.211398517158318e-08,1.3531173527352463e-07
SERPINE1,-5.579822,-5.792929,2.407645723070471e-08,1.0173150942551286e-07
AC009226.1,-5.592061,-2.788089,2.24390122188638e-08,9.49464550868708e-08
RPS24,-5.666959,-0.34419802,1.4535414594649073e-08,6.176521782428784e-08
H2BP1,-5.7396784,-3.7731047,9.485661643267117e-09,4.053701556951759e-08
HSPH1,-5.7648277,-1.2984251,8.174124121173823e-09,3.503196051931638e-08
MT-CO3,-5.7694445,-0.15840024,7.953318434796864e-09,3.413441388324834e-08
TLR3,-5.776702,-4.0359325,7.617902362795303e-09,3.274170069969328e-08
OR3A2,-6.0279756,-2.3941746,1.6602621865237264e-09,7.197668438686675e-09
TYMP,-6.0303607,-3.6074595,1.6359397003858448e-09,7.102487845379934e-09
ARHGAP15-AS1,-6.032548,-6.165034,1.6139459852677406e-09,7.017156457685828e-09
FRRS1,-6.034103,-3.7158194,1.5984815968981363e-09,6.96000695311235e-09
GNLY,-6.0829363,-5.229497,1.1800136943141744e-09,5.152898228446176e-09
AC078845.1,-6.1370907,-3.8494246,8.404633689394452e-10,3.675495782534017e-09
IFI30,-6.2324405,-6.60725,4.592233986518268e-10,2.0141377133852054e-09
LIPG,-6.2723155,-5.6557837,3.557176061787356e-10,1.5624492218685313e-09
FOLR2,-6.2738223,-7.4848657,3.5229089128378345e-10,1.5496666772013934e-09
AC090907.2,-6.299154,-2.4336498,2.9927450551440434e-10,1.3183898921339398e-09
H2BC5,-6.310396,-3.53255,2.78321622919019e-10,1.227889512878025e-09
PLXDC1,-6.3956823,-3.9467883,1.598319186075077e-10,7.061793163807409e-10
ZNF490,-6.4147167,-1.5093979,1.410849443303697e-10,6.24269665178627e-10
RNF144B,-6.421549,-1.3564574,1.3489471483586676e-10,5.977609224632206e-10
MEF2C-AS2,-6.454527,-1.2882217,1.085575359904752e-10,4.817642129754817e-10
HMOX1,-6.4609985,-3.9985743,1.0401433921446719e-10,4.622859520642986e-10
AC087286.2,-6.621531,-2.7578607,3.55497786212614e-11,1.589408880235234e-10
LINC02397,-6.632267,-6.7008996,3.305698344375219e-11,1.480163437779949e-10
LINC02381,-6.6729035,-5.973597,2.5079162891375567e-11,1.1263097106905194e-10
CASP4,-6.707214,-6.1160526,1.9837562825087103e-11,8.935839110399596e-11
HCST,-6.7239113,-5.3478684,1.7691017157164628e-11,7.980909995713366e-11
FXYD5,-6.8274865,-6.525293,8.641530721464142e-12,3.9220260460502914e-11
AC008591.1,-6.9232736,-3.6456444,4.413240061051464e-12,2.012115529354771e-11
AP000331.1,-6.981673,-7.0203543,2.916861961008918e-12,1.3339307748516394e-11
DPEP2,-6.982786,-7.2924013,2.8938234844558944e-12,1.3254153363920128e-11
H2BP2,-7.0594463,-3.5758462,1.6716758744422774e-12,7.679981046442316e-12
SUCNR1,-7.2041554,-9.401543,5.840461702132165e-13,2.6873290040485425e-12
CLEC17A,-7.233193,-7.7825975,4.717676936776406e-13,2.177389355435264e-12
LINC01684,-7.2755466,-6.6787195,3.4502065606443634e-13,1.5973178521501682e-12
CXCL12,-7.5394516,-3.4590592,4.719521197959033e-14,2.2019539026247434e-13
MS4A4A,-7.5410066,-7.0864244,4.6635718253930373e-14,2.17923917074441e-13
MX1,-7.5689425,-3.2979114,3.7627430831112884e-14,1.7637858202084162e-13
AL121999.1,-7.6265235,-7.1319036,2.4116897315398403e-14,1.1358036412275542e-13
CXorf21,-7.647194,-8.200779,2.0541233703106394e-14,9.704519859735304e-14
AL139340.1,-7.676491,-7.260846,1.6350597106537657e-14,7.736875602462613e-14
AL445623.2,-7.68342,-5.412304,1.5489674872560165e-14,7.341078138654107e-14
WIPF3,-7.9556026,-2.3435404,1.7826135024800984e-15,8.556544811904472e-15
NXN,-7.956761,-1.5087063,1.7660120351873654e-15,8.490442476862334e-15
SLC37A2,-8.00167,-5.063452,1.2274297523666278e-15,5.920079191478912e-15
CEBPD,-8.0229645,-1.9316214,1.032234777211584e-15,4.986641435804753e-15
AC103591.3,-8.037678,-5.6514945,9.15573713716621e-16,4.444532590857384e-15
AC098679.5,-8.111721,-4.521242,4.990784799849938e-16,2.4305770129139306e-15
CD69,-8.143083,-8.263861,3.8533804061519143e-16,1.879697759098495e-15
XAF1,-8.223408,-1.3196543,1.9780074926270236e-16,9.680297680066999e-16
LGMN,-8.237477,-2.2815437,1.7588002501615494e-16,8.621569853733085e-16
VSIG4,-8.24,-7.6149793,1.722104745889102e-16,8.4555061172951e-16
CNOT6L,-8.307775,-1.250711,9.751360558642101e-17,4.8036258909567e-16
ADGRD1,-8.316425,-7.141728,9.065631076882936e-17,4.473173228725133e-16
TNFSF10,-8.478581,-5.6159544,2.279563474912025e-17,1.134111181548271e-16
NEK10,-8.82691,-3.2280214,1.0760763567999235e-18,5.380381783999617e-18
PTCHD4,-8.9429865,-4.1192784,3.7879127453745374e-19,1.9066674892824854e-18
GPAT3,-8.965877,-6.053159,3.078227199061364e-19,1.5520473272578307e-18
SAMD9L,-8.999904,-1.878938,2.2591630639296427e-19,1.1409914464291125e-18
CYTIP,-9.114547,-7.3988194,7.89999369216235e-20,4.0033751818390286e-19
MX2,-9.126413,-7.0029693,7.080652615159043e-20,3.594239906172103e-19
JUNB,-9.193439,-2.0313923,3.804818249953899e-20,1.9412338009968872e-19
PYCARD,-9.230846,-7.5029373,2.685011772958569e-20,1.3722377033859809e-19
MAN2B1,-9.279773,-2.1606376,1.6984008647373523e-20,8.724661976390509e-20
AL162414.1,-9.344032,-7.1739793,9.273377215715187e-21,4.771892220779685e-20
EBI3,-9.382972,-8.768015,6.413914758601298e-21,3.3118320612399134e-20
FCGBP,-9.391412,-4.4385233,5.9201575075640574e-21,3.062150434946926e-20
LINC01094,-9.451572,-1.5159339,3.3377966279182816e-21,1.7294283046208712e-20
TNFRSF11A,-9.599039,-6.686776,8.069285114788242e-22,4.202752663952209e-21
HSP90AA1,-9.709584,-0.71326214,2.7445376019574844e-22,1.4344273180962463e-21
C12orf42,-9.88434,-3.8568225,4.8677935557652596e-23,2.561996608297505e-22
PRDM1,-9.975162,-5.0930586,1.9578166512444117e-23,1.0358818260552442e-22
MT-ND3,-9.986668,-1.2443732,1.743443709645916e-23,9.257223237057962e-23
RHOH,-10.054434,-7.471872,8.78246925657851e-24,4.679823760166168e-23
AL353138.1,-10.215671,-5.9377437,1.687078764726478e-24,9.021811576077422e-24
MORC1,-10.29845,-6.5842724,7.160568431641947e-25,3.8497679740010465e-24
ANKRD18DP,-10.3578415,-6.242858,3.855656563339433e-25,2.08039023201768e-24
CD83,-10.420894,-3.2807686,1.99074109002928e-25,1.0760762648806919e-24
ENPP1,-10.4669485,-5.750166,1.2252929030733796e-25,6.635160124946099e-25
MMRN1,-10.488737,-7.8704066,9.732084228533956e-26,5.279611697215528e-25
TMEM154,-10.5045395,-7.859965,8.232379773851562e-26,4.482239441298491e-25
CPA6,-10.507249,-5.6274076,7.999327826985005e-26,4.363269723810003e-25
CH25H,-10.765042,-7.682805,5.0338391341566146e-27,2.7607892874716355e-26
FCGR2A,-10.852916,-8.104998,1.931622529412681e-27,1.0632784565574391e-26
STAB1,-11.072973,-6.2636065,1.6967563468405432e-28,9.42642414911413e-28
NIBAN1,-11.073164,-6.1604133,1.6931552364186112e-28,9.423869590456092e-28
TNFRSF10B,-11.092895,-3.2274177,1.3582038432102643e-28,7.587730967655108e-28
HRH2,-11.284712,-5.256254,1.5615195071809348e-29,8.756184152416456e-29
LY96,-11.362198,-8.000439,6.450100406329613e-30,3.623651913668322e-29
AC131944.1,-11.514776,-5.972291,1.1114735710956158e-30,6.267708107682043e-30
PLCXD3,-11.592607,-4.7056284,4.492488538358862e-31,2.5573938548532423e-30
GUCY1A1,-11.655108,-2.449104,2.161059125652289e-31,1.2348909289441654e-30
AC005699.1,-11.664273,-6.1476526,1.940536517583132e-31,1.1109941894559915e-30
AC090579.1,-11.669955,-2.7122233,1.8151941190312299e-31,1.0412203359643765e-30
EPS8,-11.700511,-0.51136595,1.2668814495951802e-31,7.294902780778389e-31
IFI44L,-11.737944,-2.783072,8.144233975515135e-32,4.698596524335655e-31
ARHGAP18,-11.741743,-3.773814,7.786521381138369e-32,4.500879411062641e-31
AC008050.1,-11.761057,-2.7075028,6.195416676165203e-32,3.5880791560802333e-31
ZFP36,-11.874537,-3.3368528,1.6051922621337205e-32,9.314461869247894e-32
PHACTR2,-11.914959,-1.9468107,9.891458049780706e-33,5.750847703360877e-32
PAQR5,-11.986734,-7.364904,4.170213417804375e-33,2.4292505346433253e-32
GYPC,-12.17198,-6.5381827,4.383223047055349e-34,2.568294754133994e-33
AC008892.1,-12.233931,-3.6774094,2.0478535275438298e-34,1.2046197220846057e-33
HLA-DQA1,-12.428659,-31.358885,1.826719407653094e-35,1.0766519102081105e-34
CD68,-12.6331005,-5.891392,1.3870351373374226e-36,8.207308504955164e-36
H2BC18,-12.660514,-4.7919626,9.785670172957243e-37,5.8248036743793106e-36
OLFML3,-12.737206,-7.795097,3.673148932827895e-37,2.195108924000734e-36
CASS4,-12.77523,-4.517993,2.254797234421554e-37,1.3501779846835651e-36
CD58,-12.861528,-3.203967,7.409672151883644e-38,4.463657922821472e-37
IER3,-12.963208,-5.0602098,1.9779802996267438e-38,1.193951891122783e-37
LY75,-13.016724,-7.109241,9.829944388527944e-39,5.945530880158031e-38
RGS19,-13.142511,-5.7805047,1.878847359024911e-39,1.1433148229360514e-38
PPARG,-13.162166,-5.4249353,1.4487271751361482e-39,8.833702287415538e-39
P2RY6,-13.166701,-7.7990065,1.3642882834628706e-39,8.335773626046053e-39
NAPSB,-13.2510395,-7.325407,4.449939070223396e-40,2.7244524919735078e-39
TNFAIP8,-13.306621,-5.5106964,2.1185039240663853e-40,1.2996956589364327e-39
AC044893.1,-13.35225,-8.855444,1.1492453711190709e-40,7.0795402738341126e-40
AC011933.4,-13.410714,-3.6093,5.233275565501783e-41,3.2304170157418413e-40
TNFRSF13C,-13.440176,-7.1863775,3.5159733573193354e-41,2.1793223289169436e-40
TXNIP,-13.541435,-2.6033227,8.90324428023149e-42,5.587810217718508e-41
OAS1,-13.956501,-7.2594867,2.8719109848880325e-44,1.8253671514118853e-43
KLF6,-14.082593,-3.063962,4.8593289048521706e-45,3.1083127323148215e-44
AC126177.3,-14.259868,-8.647486,3.891910600451958e-46,2.5001567026457977e-45
MRC1,-14.369384,-6.3164096,8.054436082836061e-47,5.207609536316418e-46
RNASEH2B-AS1,-14.404225,-4.7573256,4.867470695456199e-47,3.153868701159524e-46
HERPUD1,-14.492038,-2.819536,1.360454067859634e-47,8.834117323763858e-47
CEBPB,-14.595362,-2.8718367,3.0061222906072854e-48,1.9690757362056454e-47
CYTL1,-14.77556,-31.856638,2.1059763215200356e-49,1.3855107378421287e-48
IL4R,-14.820878,-6.845365,1.073709680266134e-49,7.079404485271213e-49
UGCG,-14.870356,-2.9364798,5.133989995445988e-50,3.392504402277085e-49
SPTLC3,-15.061893,-3.7063968,2.8840607536901755e-51,1.918443960326059e-50
FOS,-15.156458,-3.7070441,6.867445667137518e-52,4.578297111425012e-51
DIAPH2-AS1,-15.203234,-5.5410147,3.365870180459219e-52,2.2489110337144e-51
AC046195.1,-15.238788,-5.5097847,1.954642025736251e-52,1.3118402857290277e-51
UBC,-15.262973,-2.1930988,1.3495625513336685e-52,9.077775008970863e-52
LINC00278,-15.374158,-1.8994875,2.4399463988681004e-53,1.64490768463018e-52
S100A11,-15.410238,-8.76557,1.396959330259526e-53,9.460221198145774e-53
DUSP1,-15.568093,-4.9682355,1.1992862757494476e-54,8.13995209784693e-54
DDX60L,-15.601898,-3.5551968,7.066196468150464e-55,4.8069363728914726e-54
GRK5,-15.71514,-3.9028888,1.1911794017866611e-55,8.121677739454507e-55
RAP1GAP2,-15.865621,-2.8712585,1.096286114233664e-56,7.49170465307743e-56
