names,scores,logfoldchanges,pvals,pvals_adj
LINC02312,-0.033054944,-21.798998,0.9736307714710055,1.0
FUT4,-0.033054944,-21.86828,0.9736307714710055,1.0
AC017104.2,-0.033054944,-21.786211,0.9736307714710055,1.0
AL162430.1,-0.033054944,-21.691708,0.9736307714710055,1.0
RN7SKP185,-0.033054944,-21.83839,0.9736307714710055,1.0
AC092803.3,-0.033054944,-21.806559,0.9736307714710055,1.0
AC018445.5,-0.034520995,-0.48501855,0.9724617013915507,1.0
AC016152.1,-0.03492598,-0.26861563,0.9721387641783847,1.0
ITK,-0.035480812,-0.88017243,0.9716963476224727,1.0
MYLK3,-0.036189537,-0.32346424,0.9711312296714899,1.0
BX571818.1,-0.03899204,-1.041015,0.9688967365408147,1.0
SLC16A6P1,-0.03900014,-1.1635902,0.9688902788135965,1.0
AL353795.2,-0.04151105,-0.6829253,0.9668884838110315,1.0
NUS1P2,-0.042478967,-1.0840034,0.9661168791501369,1.0
LMX1A,-0.042503264,-1.1745571,0.9660975087270278,1.0
AKR1C6P,-0.042503264,-1.4628959,0.9660975087270278,1.0
TNIP3,-0.042519465,-1.340451,0.9660845951227354,1.0
VASH1-AS1,-0.04262071,-0.43436038,0.9660038852975636,1.0
RTRAFP1,-0.04603879,-1.9564741,0.9632793312422666,1.0
AC007216.1,-0.04603879,-1.9467417,0.9632793312422666,1.0
CD5L,-0.04604689,-2.156685,0.9632728754496499,1.0
AC073288.1,-0.04604689,-2.035256,0.9632728754496499,1.0
H2BC14,-0.04604689,-1.9559033,0.9632728754496499,1.0
AC093912.1,-0.04604689,-2.082271,0.9632728754496499,1.0
CTSW,-0.04604689,-1.8827473,0.9632728754496499,1.0
LINC02050,-0.04604689,-2.3936977,0.9632728754496499,1.0
KCNQ5-AS1,-0.04604689,-1.8112882,0.9632728754496499,1.0
AC009731.1,-0.04604689,-2.0437958,0.9632728754496499,1.0
FARP1-AS1,-0.04604689,-2.111301,0.9632728754496499,1.0
AL139128.1,-0.04604689,-2.5203552,0.9632728754496499,1.0
DUSP2,-0.047403593,-0.49210107,0.9621915644958671,1.0
AC011029.1,-0.048476808,-0.8460552,0.9613362482783105,1.0
LINC02833,-0.049582418,-22.200693,0.9604551577368534,1.0
H4C1,-0.049582418,-22.35383,0.9604551577368534,1.0
QRFP,-0.049582418,-22.338982,0.9604551577368534,1.0
H3C12,-0.049582418,-22.358465,0.9604551577368534,1.0
AC008763.1,-0.049582418,-22.403082,0.9604551577368534,1.0
AP005233.2,-0.049582418,-22.194656,0.9604551577368534,1.0
RN7SL174P,-0.049582418,-22.39353,0.9604551577368534,1.0
AC074131.1,-0.049582418,-22.217932,0.9604551577368534,1.0
CYP2T3P,-0.049582418,-22.411308,0.9604551577368534,1.0
RNU5F-1,-0.049582418,-22.385994,0.9604551577368534,1.0
Z97192.1,-0.049582418,-22.209543,0.9604551577368534,1.0
TRGV3,-0.049582418,-22.429556,0.9604551577368534,1.0
CRYGFP,-0.049582418,-22.434605,0.9604551577368534,1.0
S100A9,-0.049582418,-22.44762,0.9604551577368534,1.0
AC007391.3,-0.049582418,-22.292439,0.9604551577368534,1.0
AC093627.1,-0.049582418,-22.366602,0.9604551577368534,1.0
SLAMF7,-0.049582418,-22.336967,0.9604551577368534,1.0
AC017000.1,-0.049582418,-22.33359,0.9604551577368534,1.0
AC006974.2,-0.052032582,-1.2694571,0.9585027314916511,1.0
C9orf135,-0.054515146,-0.6413674,0.9565247419466477,1.0
CLIC6,-0.054547545,-0.62777007,0.9564989297967643,1.0
SPIB,-0.05551546,-1.2293977,0.955727812977357,1.0
AL390800.1,-0.055531662,-1.4497551,0.9557149076070556,1.0
RPIA,-0.05837871,-0.2581314,0.9534469721472916,1.0
TEMN3-AS1,-0.05904694,-1.5453994,0.9529147225982744,1.0
LINC01339,-0.059055038,-1.7977836,0.9529082712169289,1.0
KCTD19,-0.060136348,-0.5724289,0.9520470396792126,1.0
AC092674.1,-0.0615214,-0.7882383,0.9509439711133867,1.0
AC097480.1,-0.06256221,-2.1578786,0.9501151187527698,1.0
KCNK17,-0.06257031,-2.242496,0.9501086687503189,1.0
AC002101.1,-0.06257842,-2.3840349,0.9501022187511369,1.0
AC024230.1,-0.06411736,-0.65360224,0.9488767787096875,1.0
AC006206.2,-0.06497593,-0.9421952,0.9481931645199937,1.0
C7,-0.06502453,-1.0296732,0.9481544705128557,1.0
LTBP2,-0.06555911,-0.34081045,0.947728844524575,1.0
ICAM4,-0.06610989,-22.748474,0.9472903363817395,1.0
AC084018.1,-0.06610989,-22.676962,0.9472903363817395,1.0
AP001198.1,-0.06610989,-22.665255,0.9472903363817395,1.0
CDC20B,-0.06610989,-22.784826,0.9472903363817395,1.0
AL360169.3,-0.06610989,-22.480692,0.9472903363817395,1.0
AC011479.4,-0.06610989,-22.619251,0.9472903363817395,1.0
AL137792.2,-0.06610989,-22.672163,0.9472903363817395,1.0
ANKRD30BP3,-0.06610989,-22.726467,0.9472903363817395,1.0
MMP9,-0.06610989,-22.672901,0.9472903363817395,1.0
AL136320.1,-0.06610989,-22.625078,0.9472903363817395,1.0
RNU6-1190P,-0.06610989,-22.846127,0.9472903363817395,1.0
TUSC8,-0.06610989,-22.72744,0.9472903363817395,1.0
AL590648.1,-0.06610989,-22.779701,0.9472903363817395,1.0
AL359258.1,-0.06610989,-22.739826,0.9472903363817395,1.0
AC106882.1,-0.06610989,-22.70629,0.9472903363817395,1.0
NKG7,-0.06610989,-22.801914,0.9472903363817395,1.0
TRGV8,-0.06610989,-22.626987,0.9472903363817395,1.0
AC131971.1,-0.06610989,-22.470589,0.9472903363817395,1.0
NLRP6,-0.06610989,-22.73974,0.9472903363817395,1.0
AMELX,-0.06610989,-22.406563,0.9472903363817395,1.0
AC119428.2,-0.072063185,-1.3941836,0.9425516258675356,1.0
AC090099.1,-0.07559061,-1.9965072,0.9397448075348329,1.0
AL442636.1,-0.07646943,-0.40606818,0.9390456349329721,1.0
AP001107.1,-0.0772065,-0.69771874,0.9384592683119924,1.0
AC133919.2,-0.07809747,-0.9993481,0.9377505180697387,1.0
MARCO,-0.07910994,-2.8119295,0.9369451799584951,1.0
AC087164.1,-0.080782525,-0.8159493,0.9356149030837396,1.0
AL162457.1,-0.08263736,-23.004848,0.9341398911151274,1.0
AC013410.2,-0.08263736,-23.116825,0.9341398911151274,1.0
AC011484.1,-0.08263736,-23.09307,0.9341398911151274,1.0
AC012157.2,-0.08263736,-23.160192,0.9341398911151274,1.0
AP000439.1,-0.08263736,-23.12286,0.9341398911151274,1.0
H2BC13,-0.08263736,-23.12734,0.9341398911151274,1.0
AC010894.4,-0.08263736,-23.030584,0.9341398911151274,1.0
LINC02721,-0.08263736,-23.069456,0.9341398911151274,1.0
LINC02618,-0.084058866,-0.74373156,0.9330096307635518,1.0
TACR1,-0.0859218,-0.44704604,0.9315285827007538,1.0
PLEKHG6,-0.088619,-1.8230989,0.9293847040798863,1.0
AC084125.2,-0.08988256,-0.65031445,0.9283805398427377,1.0
LINC02055,-0.09019035,-0.3887436,0.9281359529454958,1.0
IGF2,-0.092069484,-1.788743,0.9266428336845688,1.0
AC104664.1,-0.09377852,-0.7745077,0.9252850916135921,1.0
AKR1C2,-0.09464114,-1.1798089,0.9245998681649231,1.0
NPSR1,-0.09464114,-1.1827995,0.9245998681649231,1.0
MADD-AS1,-0.09560906,-2.5904741,0.9238310690398078,1.0
SCGB3A1,-0.09562526,-2.6513753,0.9238182027121525,1.0
ASB9,-0.09563336,-2.876325,0.9238117695557988,1.0
AOC1,-0.09564146,-2.797551,0.9238053364044282,1.0
SIGLEC5,-0.09564146,-2.7910306,0.9238053364044282,1.0
AC019254.1,-0.09564146,-2.7759058,0.9238053364044282,1.0
Z95115.2,-0.09814427,-1.1979474,0.9218177333744437,1.0
AC002091.2,-0.099164836,-23.191494,0.9210073938847116,1.0
AC008551.1,-0.099164836,-23.359388,0.9210073938847116,1.0
AC004817.3,-0.099164836,-23.37555,0.9210073938847116,1.0
CHMP1B-AS1,-0.099164836,-23.26658,0.9210073938847116,1.0
PIK3CD-AS1,-0.099164836,-23.300388,0.9210073938847116,1.0
AC007556.1,-0.099164836,-23.247908,0.9210073938847116,1.0
SLC25A24P2,-0.099164836,-23.35205,0.9210073938847116,1.0
SLFN12L,-0.099164836,-23.284811,0.9210073938847116,1.0
RN7SL767P,-0.099164836,-23.213892,0.9210073938847116,1.0
H4C9,-0.099164836,-23.341536,0.9210073938847116,1.0
AL358333.2,-0.099164836,-23.313349,0.9210073938847116,1.0
PMAIP1,-0.099164836,-23.244295,0.9210073938847116,1.0
S100A8,-0.099164836,-23.429651,0.9210073938847116,1.0
SPN,-0.099164836,-23.368345,0.9210073938847116,1.0
ADGRD1-AS1,-0.099164836,-23.398258,0.9210073938847116,1.0
AL596442.4,-0.099164836,-23.304834,0.9210073938847116,1.0
LINC02766,-0.099164836,-23.339245,0.9210073938847116,1.0
AC107884.2,-0.099164836,-23.31268,0.9210073938847116,1.0
LINC02653,-0.10514243,-1.8166776,0.9162627936931632,1.0
ADGRE3,-0.10708231,-0.91242456,0.9147236813572572,1.0
AC011455.1,-0.10865366,-2.3427932,0.9134772023192858,1.0
JAML,-0.10865366,-2.4367287,0.9134772023192858,1.0
AC097654.1,-0.10865366,-2.1896482,0.9134772023192858,1.0
FCRL1,-0.108661756,-2.235278,0.9134707777182636,1.0
LY6E,-0.11007111,-0.31517085,0.9123529835954817,1.0
PGLYRP2,-0.11030195,-0.867688,0.9121699130946082,1.0
CXCL10,-0.11213248,-2.6721425,0.9107183619675807,1.0
AC008622.2,-0.11217298,-3.1012957,0.9106862513553631,1.0
H2AC13,-0.11569231,-23.606241,0.9078964019660856,1.0
LINC01467,-0.11569231,-23.495754,0.9078964019660856,1.0
H1-5,-0.11569231,-23.495176,0.9078964019660856,1.0
PRG4,-0.11819917,-1.5303745,0.9059098465716366,1.0
FCER1A,-0.11820727,-1.6595461,0.9059034289231018,1.0
LNCARSR,-0.12160915,-1.7200966,0.9032085649024071,1.0
LILRB5,-0.1286802,-2.9458637,0.8976106991448259,1.0
NTS,-0.13042974,-0.9945633,0.896226435218676,1.0
AC032044.1,-0.13126402,-1.5859983,0.8955664573604547,1.0
HDAC9-AS1,-0.13221978,-23.6399,0.8948104550723955,1.0
LIPN,-0.13221978,-23.622013,0.8948104550723955,1.0
RNVU1-24,-0.13221978,-23.85189,0.8948104550723955,1.0
AC090018.2,-0.13221978,-23.791546,0.8948104550723955,1.0
PCNPP5,-0.13221978,-23.735905,0.8948104550723955,1.0
AL691449.1,-0.13221978,-23.6042,0.8948104550723955,1.0
AL358613.1,-0.13221978,-23.76094,0.8948104550723955,1.0
HTATSF1P2,-0.13221978,-23.635056,0.8948104550723955,1.0
GLULP4,-0.13475095,-1.7594591,0.892808793670749,1.0
HTR5BP,-0.13660982,-0.964393,0.8913392075580131,1.0
LINC01708,-0.13822977,-2.1062665,0.8900588265974307,1.0
AL133343.2,-0.1416762,-2.3823812,0.8873357739601412,1.0
FLJ31356,-0.1416924,-2.2870328,0.8873229777666973,1.0
AP005059.1,-0.1417248,-2.5983877,0.8872973854679275,1.0
ADGRL4,-0.1434622,-0.92646974,0.8859251712352252,1.0
AC010105.1,-0.14518742,-3.0320876,0.8845628912992821,1.0
AC006927.5,-0.14523603,-3.2984147,0.8845245221387527,1.0
AL356417.1,-0.14523603,-3.3657572,0.8845245221387527,1.0
AL445070.1,-0.14874725,-23.864288,0.8817530724878985,1.0
TLR6,-0.14874725,-23.84733,0.8817530724878985,1.0
H2AC18,-0.14874725,-23.935188,0.8817530724878985,1.0
LINC02285,-0.14874725,-23.868362,0.8817530724878985,1.0
LINC02090,-0.14874725,-23.88261,0.8817530724878985,1.0
F13A1,-0.14982857,-0.9404017,0.880899870966606,1.0
OXT,-0.15113263,-1.631099,0.8798711002692627,1.0
LINC00921,-0.1547613,-2.2388206,0.8770095062721001,1.0
LINC02506,-0.15604915,-0.8006448,0.8759942802761096,1.0
AL158801.3,-0.15675382,-0.47823614,0.8754388655075112,1.0
MT-RNR1,-0.15759215,0.09626972,0.8747781933811726,1.0
HMCN1,-0.15994512,-0.99297386,0.8729243108357537,1.0
HBB,-0.16077533,-1.4291326,0.8722703530186985,1.0
LINC01077,-0.16175945,-3.4238791,0.8714952868403308,1.0
CHRM2,-0.16176754,-0.5768443,0.8714889082057137,1.0
WWC2-AS1,-0.16426226,-1.6559412,0.8695246884387365,1.0
MIR205HG,-0.16527472,-24.069124,0.8687277502292888,1.0
AC000035.1,-0.16527472,-24.056053,0.8687277502292888,1.0
ATP5MC2P3,-0.16527472,-23.925423,0.8687277502292888,1.0
AC093627.22,-0.16527472,-24.088976,0.8687277502292888,1.0
PTPRJ-AS1,-0.16527472,-24.099628,0.8687277502292888,1.0
ITGA6-AS1,-0.16527472,-23.978224,0.8687277502292888,1.0
ADGB,-0.16578905,-0.7104988,0.8683229566441306,1.0
AC046195.2,-0.16690277,-1.2219112,0.8674465535267564,1.0
AVP,-0.1677087,-1.8005079,0.8668124578875347,1.0
C11orf21,-0.16777349,-1.8580968,0.8667614790404183,1.0
AL161757.4,-0.16778968,-1.8451351,0.8667487344152257,1.0
SLC12A5-AS1,-0.16978627,-1.0145377,0.8651782256177389,1.0
CD163L1,-0.17005356,-1.0255762,0.8649680152144836,1.0
AL591518.1,-0.17228504,-0.41621637,0.8632134510903053,1.0
SIGLEC1,-0.17667103,-1.2178994,0.8597667984933485,1.0
OR56B2P,-0.17828287,-3.4909582,0.8585008290508241,1.0
AC022706.1,-0.17829098,-3.6479442,0.8584944683111843,1.0
AP001001.1,-0.18011746,-1.3715549,0.8570603568744991,1.0
ANXA3,-0.18079379,-1.8128915,0.8565294416917876,1.0
AC139495.2,-0.1818022,-24.149353,0.8557379582386102,1.0
AC078962.3,-0.1818022,-24.203548,0.8557379582386102,1.0
AC015660.5,-0.1818022,-24.086344,0.8557379582386102,1.0
THSD7B,-0.18215454,-0.5911354,0.8554614499909471,1.0
NEFM,-0.18361653,-0.33412805,0.8543142896356772,1.0
PSMA8,-0.18431716,-1.9847599,0.8537646514195503,1.0
AC093583.1,-0.18771905,-2.1501784,0.8510969015300411,1.0
TK1,-0.18774334,-2.190989,0.8510778522640946,1.0
RNVU1-2A,-0.18784864,-2.3476126,0.8509953064493404,1.0
FO393415.2,-0.18785673,-2.4120417,0.8509889568388986,1.0
BISPR,-0.1948306,-4.0832663,0.8455255702416129,1.0
RNU5E-4P,-0.1948306,-3.8979228,0.8455255702416129,1.0
CST7,-0.1948306,-3.8244517,0.8455255702416129,1.0
ST8SIA6,-0.19585116,-0.92516667,0.8447266663795749,1.0
AC073115.1,-0.19832967,-24.240355,0.842787137611508,1.0
AC092723.4,-0.19832967,-24.367298,0.842787137611508,1.0
PMCH,-0.19832967,-24.454906,0.842787137611508,1.0
DUSP5,-0.20085274,-2.060105,0.8408137271200191,1.0
IL18R1,-0.20088513,-2.2368312,0.840788392851242,1.0
RFPL1,-0.20429917,-2.3269312,0.8381197233796527,1.0
ABCA6,-0.20471226,-0.7804182,0.8377969494682558,1.0
AC023494.1,-0.20963688,-1.2400455,0.8339510951582906,1.0
APOC1,-0.20987177,-0.20591533,0.8337677564752697,1.0
LILRA6,-0.21134591,-3.7055964,0.8326173549214932,1.0
H3C10,-0.21485715,-24.415539,0.8298786978645095,1.0
AC015712.1,-0.21485715,-24.525517,0.8298786978645095,1.0
NPPC,-0.21658644,-1.3786656,0.8285306584260177,1.0
LINC01191,-0.2192148,-0.57321835,0.826482732733071,1.0
AL009181.1,-0.22091979,-2.579279,0.8251548931700566,1.0
FILNC1,-0.2233416,-1.5492073,0.8232696537621664,1.0
CDK6-AS1,-0.22435406,-2.935868,0.822481811771308,1.0
AC110620.2,-0.22436216,-2.8985827,0.8224755097558383,1.0
HBA2,-0.22437836,-3.0381608,0.8224629057592567,1.0
LINC02109,-0.22997527,-1.6492759,0.8181109887757972,1.0
OSM,-0.23138462,-24.567535,0.817016014244947,1.0
AL359979.1,-0.23138462,-24.505672,0.817016014244947,1.0
PGM5-AS1,-0.23138462,-24.592094,0.817016014244947,1.0
WNT6,-0.23399678,-2.3359995,0.8149874812127039,1.0
AC093916.1,-0.23971517,-1.4015462,0.8105510686204392,1.0
AC069277.1,-0.24358279,-1.9703246,0.8075539572214508,1.0
LINC01591,-0.24644604,-1.5192798,0.8053369689671296,1.0
H4C4,-0.2479121,-24.660826,0.8042024250870567,1.0
AL162718.2,-0.2479121,-24.711386,0.8042024250870567,1.0
TCHH,-0.2479121,-24.650723,0.8042024250870567,1.0
LINC01914,-0.2479121,-24.649614,0.8042024250870567,1.0
AC092809.1,-0.25240338,-1.2248853,0.800729285125827,1.0
LINC00607,-0.25522208,-0.826778,0.7985515743580037,1.0
AC008825.1,-0.25655854,-1.7008842,0.7975195853879453,1.0
ITIH2,-0.25668815,-1.8504201,0.797419532519295,1.0
CHI3L2,-0.2574738,-3.2042196,0.7968130333119793,1.0
IFITM2,-0.26252803,-0.46115792,0.7929143782499765,1.0
AC027601.1,-0.26443955,-24.662066,0.7914412292177007,1.0
RN7SL854P,-0.26443955,-24.746948,0.7914412292177007,1.0
LINC00470,-0.27383524,-0.7702031,0.7842112446402764,1.0
AC090796.1,-0.2739851,-3.2013052,0.7840960877889538,1.0
AC010997.2,-0.2774882,-4.4777713,0.7814052596457084,1.0
CARTPT,-0.28262344,-1.5458279,0.7774655193281336,1.0
UPK3A,-0.2836035,-2.461125,0.7767142594216299,1.0
TRPV4,-0.28609416,-1.6600342,0.7748060068798818,1.0
CLEC12A,-0.28698918,-2.6726816,0.7741206085267556,1.0
DISC1FP1,-0.28843093,-0.92798567,0.773016898303042,1.0
LINC02641,-0.29053685,-0.7610729,0.7714055625400631,1.0
ANGPT2,-0.29475275,-0.34058812,0.7681827603672741,1.0
EGR2,-0.29663593,-2.2751825,0.766744470209733,1.0
AC012349.1,-0.29672503,-2.251475,0.7666764419368566,1.0
GCSAM,-0.2974945,-24.868328,0.7660889999235789,1.0
AL451042.2,-0.2974945,-24.93209,0.7660889999235789,1.0
AC010983.1,-0.2974945,-24.916922,0.7660889999235789,1.0
ARHGAP26-AS1,-0.30060074,-0.4129419,0.7637189594961367,1.0
PTGS2,-0.3070886,-3.6800418,0.7587759168648578,1.0
HNRNPA3P15,-0.31054315,-4.341315,0.7561479492135529,1.0
AL136987.1,-0.31402197,-25.01121,0.7535043440282354,1.0
MT-ND4L,-0.3161036,-0.24513704,0.751923867912897,1.0
AC093732.1,-0.3235675,-3.4325933,0.7462654982610215,1.0
AC131956.2,-0.3235837,-3.5034697,0.7462532322221477,1.0
CKS2,-0.32578278,-1.4055305,0.7445887154431097,1.0
RIC3-DT,-0.32708278,-4.5508246,0.743605279522132,1.0
EGFL7,-0.329861,-0.69155484,0.7415050098033502,1.0
RNVU1-15,-0.33054945,-25.050962,0.740984831691294,1.0
Y_RNA-4,-0.33054945,-25.170477,0.740984831691294,1.0
AC008114.1,-0.33054945,-24.997417,0.740984831691294,1.0
AP005212.4,-0.33239618,-1.7350167,0.7395901155839675,1.0
LINC02363,-0.33268777,-1.8962204,0.7393699753810908,1.0
AL445213.1,-0.33594388,-2.006483,0.7369131975607119,1.0
LINC02828,-0.33861676,-1.3171935,0.7348984460169193,1.0
TNFSF15,-0.34707692,-25.02777,0.7285335272543467,1.0
CLDN9,-0.35304236,-2.946443,0.7240566777786137,1.0
CNFN,-0.35305047,-2.9256716,0.724050605603417,1.0
AL109935.1,-0.3594128,-2.310905,0.7192863038116053,1.0
TBX18,-0.36012962,-4.4801664,0.7187502027710579,1.0
H2AC17,-0.3636044,-25.183462,0.7161534412085104,1.0
RNVU1-31,-0.3636044,-25.241642,0.7161534412085104,1.0
AC018742.1,-0.36537418,-1.5921224,0.7148321067498968,1.0
MT-ATP6,-0.3679742,0.15321527,0.7128924744900619,1.0
AP001042.1,-0.3750979,-1.6798896,0.7075876604117675,1.0
LINC01478,-0.3754381,-1.7591106,0.707334684477986,1.0
LGSN,-0.37666115,-4.5363913,0.7064254428224478,1.0
LINC01146,-0.37666923,-4.7198954,0.7064194227490854,1.0
AC093895.1,-0.37896553,-1.8840641,0.7047134739269281,1.0
AC008680.1,-0.38013187,-25.28059,0.7038475280354324,1.0
AANAT,-0.3828574,-2.8185396,0.7018254791412514,1.0
CCL2,-0.3846029,-1.0438595,0.7005316335274859,1.0
AC009413.1,-0.3896612,-3.6090887,0.6967870990252243,1.0
AC010247.1,-0.39665934,-25.311695,0.6916186841216534,1.0
LINC02625,-0.3993687,-2.9506552,0.6896215533392642,1.0
ITM2A,-0.40052292,-1.2585686,0.688771413026932,1.0
BCAR3-AS1,-0.40451202,-1.0121714,0.6858362404513917,1.0
C5orf58,-0.40965128,-4.5048504,0.6820617660846757,1.0
AC011586.2,-0.41203666,-1.9993535,0.680312554923952,1.0
AC010082.1,-0.41318682,-25.28773,0.6794697457487371,1.0
AC008738.3,-0.41318682,-25.40369,0.6794697457487371,1.0
CD1D,-0.41318682,-25.436344,0.6794697457487371,1.0
AL354794.1,-0.43247223,-2.961054,0.6653982212708373,1.0
TMEM252-DT,-0.435133,-2.1882448,0.66346589085962,1.0
MYH11,-0.43913832,-0.6324135,0.6605613209716941,1.0
AC147067.1,-0.44279534,-4.801229,0.6579137792547741,1.0
CHIT1,-0.44486076,-1.6601646,0.656420380993576,1.0
TNFRSF14-AS1,-0.46206456,-2.7160122,0.6440350239105253,1.0
AL358394.1,-0.46276924,-25.500498,0.6435297851107953,1.0
ADCY4,-0.47586647,-4.9624696,0.6341695055120207,1.0
AL022100.1,-0.47817084,-2.0515606,0.632528609927473,1.0
KMO,-0.4849989,-2.3370914,0.6276771194677155,1.0
AC008875.2,-0.4923818,-4.9451075,0.6224494622113445,1.0
AC004817.5,-0.49448773,-1.3167634,0.6209617715015793,1.0
PURPL,-0.4983432,-2.2734897,0.6182421689918453,1.0
AC005208.1,-0.50055444,-0.99855393,0.6166847505760287,1.0
CD163,-0.5088809,-4.9013195,0.6108356913609231,1.0
MOS,-0.51235163,-25.755203,0.6084049206545765,1.0
AL451042.1,-0.5150853,-3.1404188,0.6064934088629419,1.0
ESR1,-0.51565635,-0.585257,0.6060944545379058,1.0
AL645939.6,-0.53455704,-2.381208,0.5929562052194712,1.0
AC005808.1,-0.53516454,-3.8023498,0.5925361072847897,1.0
BCL2A1,-0.5385866,-4.285864,0.5901721100964229,1.0
NAIPP1,-0.54199255,-5.2691026,0.587823625634365,1.0
AC025822.2,-0.54199255,-5.268667,0.587823625634365,1.0
CLEC5A,-0.55090225,-0.96153086,0.5817006802539544,1.0
AC064834.1,-0.5551222,-4.232944,0.5788110725158011,1.0
LGALS1,-0.55724436,-0.44250473,0.5773605019706918,1.0
CCL4,-0.5584836,-5.1352496,0.576514205652817,1.0
C9,-0.5585241,-5.248101,0.5764865587855639,1.0
CCDC187,-0.56193405,-25.83918,0.5741609387391523,1.0
AC012078.2,-0.5642303,-3.057573,0.5725973812167324,1.0
GNGT1,-0.56487024,-3.476813,0.5721620413142716,1.0
DACT1,-0.5679117,-2.5429995,0.5700949522653889,1.0
CCL3L3,-0.5750556,-5.318516,0.5652536858126413,1.0
AC124944.3,-0.5776394,-1.9606787,0.5635075850143368,1.0
LINC02345,-0.58363724,-0.79538167,0.5594643840431353,1.0
C2-AS1,-0.5847105,-3.666737,0.5587424088077442,1.0
AL512603.2,-0.586946,-1.7351468,0.5572399756968673,1.0
TRPC3,-0.59819245,-1.2128471,0.5497115251977833,1.0
AC253572.1,-0.6115165,-26.022717,0.5408577051782937,1.0
AC104041.1,-0.6270315,-1.1167973,0.5306385885885159,1.0
U1,-0.62767136,-3.2527447,0.5302192407625261,1.0
Z98257.1,-0.62804395,-26.005253,0.5299751411118484,1.0
OGN,-0.63338166,-1.5534565,0.526484428193176,1.0
LINC01258,-0.63711566,-1.8633326,0.5240495182620571,1.0
OTX2-AS1,-0.64617115,-1.4973496,0.5181685346671769,1.0
MIR924HG,-0.64993346,-1.7437707,0.5157352116197071,1.0
AL591926.2,-0.66678894,-2.6316135,0.5049069462083093,1.0
EGR3,-0.6739613,-1.7601032,0.5003359444481877,1.0
AC243960.3,-0.6776264,-26.1176,0.49800861531248986,1.0
AL031590.1,-0.6932629,-2.4531856,0.4881445908762545,1.0
AL731574.1,-0.69783515,-0.6548354,0.48528027880002056,1.0
SLC47A1,-0.70096165,-1.2154022,0.48332693907512914,1.0
EGR1,-0.7011358,-1.2732728,0.4832182646977138,1.0
TGFBI,-0.71318007,-2.5671732,0.4757343258080263,1.0
TXK,-0.72298884,-2.4267976,0.4696867369825142,1.0
AP001636.3,-0.7297723,-2.2143676,0.46552934284500114,1.0
AC022540.1,-0.73024213,-1.6736935,0.46524218688215957,1.0
AC008592.1,-0.7367867,-4.4598804,0.46125206400620666,1.0
AC022874.1,-0.7369973,-4.6788745,0.46112398729390025,1.0
CLEC3B,-0.7542497,-1.055178,0.4506992971335758,1.0
VMO1,-0.76559335,-1.9025794,0.44391829794980797,1.0
AP005059.2,-0.7700766,-5.03905,0.4412544846958746,1.0
LINC01854,-0.77336097,-5.5097294,0.43930877213873076,1.0
AC138207.9,-0.7733691,-5.486228,0.43930397993181225,1.0
IL6,-0.77343386,-5.719878,0.4392656433571458,1.0
LINC02723,-0.77343386,-5.6490293,0.4392656433571458,1.0
AL137100.3,-0.7767912,-26.356417,0.4372819596886448,1.0
AC084871.1,-0.7895645,-3.3527272,0.4297821646512192,1.0
NLRP4,-0.8429011,-26.47022,0.3992837541771004,0.9621295281375913
AL135960.1,-0.8594286,-26.434689,0.39010410742308377,0.9430397439719994
AC002070.1,-0.86358374,-1.0493144,0.38781660236224347,0.939023250271776
LINC02476,-0.8640333,-1.9706482,0.38756961473727836,0.939023250271776
ICAM2,-0.8692819,-4.956759,0.3846929681600171,0.9329659696685944
APOBEC3F,-0.88070655,-1.6883328,0.37847667781461913,0.9201215830177126
ODF3B,-0.8820997,-4.246857,0.37772290085483395,0.9190338220312262
AL355612.1,-0.8838857,-1.0176075,0.3767579304744839,0.9174300255060485
CYP27C1,-0.8922162,-3.6594756,0.3722770419914617,0.908591063482378
AL357093.2,-0.89492154,-1.2412994,0.3708290311897543,0.9066724478967099
FRMD3,-0.9083509,-0.59049857,0.3636928733996899,0.8914041014698283
AL031595.2,-0.909011,-26.564528,0.36334432040766806,0.8912779731995129
RNU5D-1,-0.9586501,-3.8559148,0.33773503734864074,0.8339136724657795
ZNF331,-0.963599,-0.36930114,0.3352469876378923,0.8284521935038525
SLC7A5,-0.96362334,-0.75380725,0.33523480055264776,0.8284521935038525
METTL27,-0.9671265,-1.2028445,0.3334808153822991,0.8261291875696922
SLC9A9-AS1,-0.97412056,-2.3917072,0.3299966752830361,0.8195281670936327
AL360015.1,-0.9905549,-0.68008024,0.3219029692094537,0.8027505466569917
H2BC9,-0.9916484,-26.676376,0.3213690890806369,0.8020859128468475
RUNX3,-0.9916484,-26.700777,0.3213690890806369,0.8020859128468475
AC011257.1,-0.9916484,-26.657742,0.3213690890806369,0.8020859128468475
AC124014.1,-1.0048105,-5.9651666,0.31498815419473014,0.7892198092419672
FAM160A1,-1.0160083,-1.3850647,0.3096254528256748,0.7786054974660723
S100A4,-1.0251083,-2.521574,0.3053120930216169,0.7696943521553367
AL390066.2,-1.0341476,-3.3061917,0.3010671771303616,0.7602706493190948
CCDC60,-1.0450336,-2.2568324,0.2960074420510689,0.7506528538911299
AL390860.1,-1.071386,-1.6360191,0.2839958933005162,0.7226358608155629
ITIH5,-1.071548,-1.6062101,0.28392309087574186,0.7226358608155629
AP002383.2,-1.0846169,-2.9129941,0.27809136049038263,0.7106252823433968
